"Trcid";"Title";"Shortdescription";"Longdescription";"Calendarsummary";"Types";"Ids";"Locatienaam";"City";"Adres";"Zipcode";"Latitude";"Longitude";"Urls";"Media";"Thumbnail";"Datepattern_startdate";"Datepattern_enddate";"Singledates";
"4857b0a8-acaa-4f4b-8b5e-6663eccb3222";"Braderie Gildeplein Purmerend";"Op zaterdag 19 mei kunt u heerlijk rondsnuffelen tijdens de braderie op het Gildeplein in Purmerend.  ";"Op zaterdag 19 mei kunt u heerlijk rondsnuffelen tijdens de braderie op het Gildeplein in Purmerend.  ";"zaterdag 19 mei 2012 t/m zaterdag 19 mei 2012 ma-vr: gesloten za: geopend zo: gesloten";"Markt";"2.3.10";"Gildeplein";"Purmerend";"";"";"51,963967";"5,872256";"";"";"";"19/05/2012";"19/05/2012";"";
"4873a389-149f-43dd-9deb-86769f375794";"Afsluiting Noordpier Sessies";"Als spectaculair afsluiter van de zondagse Noordpier Sessies die seizoen heeft Timboektoe een heerlijke portie rauwe gipsy blues van de wilde oostkust van Canada.";"Zondag 9 september doet de Canadese Ben Caplan een middag optreden bij Strandpaviljoen Timboektoe in Wijk aan Zee/Velsen-Noord.<br /> <br /> De zwaar bebaarde Ben Caplan is razendsnel populair aan het worden in Europa. De muziek blinkt uit in diversiteit, vari&euml:rend van po&euml:tische ballads tot hectische gispy folk.";"zondag 9 september 2012";"Varia";"2.3.18";"Strandpaviljoen Timboektoe";"VELSEN-NOORD";"Reyndersweg 1";"1951 LA";"52.469034";"4.572045";"http://www.timboektoe.org/";"http://media.iamsterdam.com/ndtrc/Images/20120813/2137507d-4623-4c1a-9324-b68575eb1552.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120813/2137507d-4623-4c1a-9324-b68575eb1552.jpg";"";"";"09/09/2012";
"489ca491-09cd-4c45-90e5-be2414f3a9be";"Noordermarkt";"Rommelmarkt op het randje van de Jordaan tegen de Prinsengracht aan. Deze maandagmarkt van 9:00-14:00 uur vindt gelijktijdig plaats met de lapjesmarkt in de Westerstraat, deze markten lopen in elkaar over. Op zaterdag van 9:00-16:00 uur is er op het plein van de Noordermarkt een biologische boerenmarkt te vinden. En een klein gedeelte van het plein biedt dan antiek.";"";"ma: 09:00 - 14:00 uur di-vr: gesloten za: 09:00 - 16:00 uur zo: gesloten";"Markt";"2.3.10";"";"AMSTERDAM";"Noordermarkt";"1015 MV";"52.379872";"4.886456";"";"http://media.iamsterdam.com/ndtrc/Images/20110330/9bf33ff4-3db2-44de-bf9e-a22ad64bad4f.jpg";"http://media.iamsterdam.com/ndtrc/Images/20110330/9bf33ff4-3db2-44de-bf9e-a22ad64bad4f.jpg";"30/03/2011";"";"";
"48ccf6fe-531a-4f89-bfaa-605f40091265";"Expositie: János Demeter Lóránt en Lous Stuijfzand";"János Demeter Lóránt is geboren in een dorpje in het zuidoosten van Hongarije, aan de rivier de Koros. Dierbare jeugdherinneringen zijn de belangrijkste inspiratiebron voor zijn aquarellen en tekeningen. Zijn indrukwekkende olieverfschilderijen tonen veelal het leven op het Hongaarse platteland, waarbij de karaktervolle bewoners, mensen en dieren, onafscheidelijk en afhankelijk van elkaar en het land zijn. Geïnspireerd door de Nederlandse kusten zijn ironische strandtaferelen ontstaan, kleurrijk en vol van beweging. ";"Lous Stuijfzand verblijft regelmatig in Hongarije, waar zij haar bronzen figuren maakt. Ze bouwt haar beelden op uit was, met natuurlijke materialen als takjes, riet, schors, om ze daarna volgens de &lsquo:cireperdue'-methode in brons te gieten. Zo ontstaan unieke exemplaren.<br /> <br /> Deze expositie is te zien t/m zondag 17 juni 2012 in:<br /> Het Oude Raadhuis<br /> Dorpsstraat 9<br /> 1431 CA Aalsmeer<br /> Tel. 0297-344318<br /> Toegang gratis<br /> Openingstijden: donderdag t/m zondag 14:00 - 17:00 uur<br /> <br /> Het Oude Raadhuis is gesloten op de volgende feestdagen:<br /> 17, 27 en 28 mei";"tot zondag 17 juni 2012 ma-wo: gesloten do-zo: 14:00 - 17:00 uur";"Tentoonstelling";"2.3.14";"";"AALSMEER";"Dorpsstraat 9";"1431 CA";"52.270053";"4.746467";"";"";"";"03/03/2012";"17/06/2012";"";
"48d5c560-9d18-4110-88e8-a68988e6abbb";"Stand Up Paddle Meet & Greet";"De tweede Stand&nbsp: Up Paddle Meet & Greet vindt plaats op het strand van Velsen-Noord bij de Noordpier. Uit Nederland en daarbuiten treffen suppers elkaar voor demo's, clinics en diverse standup paddle wedstrijden.  ";"De tweede Stand&nbsp: Up Paddle Meet & Greet vindt plaats op het strand van Velsen-Noord bij de Noordpier. Uit Nederland en daarbuiten treffen suppers elkaar voor demo's, clinics en diverse standup paddle wedstrijden.  ";"zaterdag 21 april 2012 t/m zaterdag 21 april 2012 ma-vr: gesloten za: geopend zo: gesloten";"Sportevenement";"2.3.13";"Strandpaviljoen Aloha";"Velsen-Noord";"Noordpier te Velsen";"1951 LA";"52.455309";"4.613701";"http://www.supholland.nl";"";"";"21/04/2012";"21/04/2012";"";
"491248b2-5f9d-490c-b2c1-309f51f866e5";"Kleurexplosies, Glans en Rondingen";"Vanaf zondag 3 april kunt u in Galerie Sous-Terre mooi werk zien van vijf kunstenaars die daar nog niet eerder geËxposeerd hebben. Tijdens deze nieuwe expositie kunt u op zondag tussen 13.00 en 17.00 uur kennis maken met de kunstenaars en hun werk. ";"Vanaf zondag 3 april kunt u in Galerie Sous-Terre mooi werk zien van vijf kunstenaars die daar nog niet eerder geËxposeerd hebben. Tijdens deze nieuwe expositie kunt u op zondag tussen 13.00 en 17.00 uur kennis maken met de kunstenaars en hun werk. ";"zondag 3 april 2011 t/m zondag 22 mei 2011 ma-zo: geopend";"Tentoonstelling";"2.3.14";"Galerie Sous-Terre";"Aalsmeer";"Kudelstaartseweg 1";"1431 GA";"52.252560";"4.758516";"http://www.galerie-sous-terre.nl";"http://media.iamsterdam.com/ndtrc/Images/20110505/576803c3-0c6f-4b47-94cb-2808cb3c2e57.jpg,http://media.iamsterdam.com/ndtrc/Images/20110505/dd018f68-0de1-4641-9330-d756ddffb021.jpg";"http://media.iamsterdam.com/ndtrc/Images/20110505/576803c3-0c6f-4b47-94cb-2808cb3c2e57.jpg";"03/04/2011";"22/05/2011";"";
"495d17bd-c802-434c-988e-7bd7eae8bab6";"Museumwandeling ''Verkade'";" Wilt u meer weten over de collectie en onze tentoonstellingen? Iedere zondagmiddag kunt u gratis meewandelen met een museumdocent. De wandelingen hebben verschillende thema's, zodat u iedere keer opnieuw verrast wordt. Het thema van vandaag is 'Verkade'.   ";" Wilt u meer weten over de collectie en onze tentoonstellingen? Iedere zondagmiddag kunt u gratis meewandelen met een museumdocent. De wandelingen hebben verschillende thema's, zodat u iedere keer opnieuw verrast wordt. Het thema van vandaag is 'Verkade'.   ";"zondag 3 juli 2011 t/m zondag 3 juli 2011 ma-zo: geopend";"Varia";"2.3.18";"Zaans Museum";"Zaandam";"Schansend 7";"1509 AW";"52.473702";"4.823114";"http://www.zaansmuseum.nl";"";"";"03/07/2011";"03/07/2011";"";
"498bcc4a-623a-4455-a52f-4b5cf1355b50";"Leidseplein Crawl";"Deze kroegentocht is inclusief: - bezoek aan 6 Dance Bars & Clubs (vrije toegang) - 6 gratis drankjes - gids";"";"Altijd open";"Excursie,Rondleiding,Wandeltocht";"2.7.2,2.3.12,2.3.17";"";"AMSTERDAM";"Korte Leidsedwarsstraat 12";"1017 RC";"52.365002";"4.882108";"http://www.joinultimateparty.com";"http://media.iamsterdam.com/ndtrc/Images/20110302/93940783-cfa8-4395-81eb-41cac90a5d65.jpg";"http://media.iamsterdam.com/ndtrc/Images/20110302/93940783-cfa8-4395-81eb-41cac90a5d65.jpg";"02/05/2012";"";"";
"4991feb8-52a9-4077-bb98-7dac5ccd8085";"Westeinder Havendagen 2012";"Op zaterdag 1 september worden de Westeinder Havendagen georganiseerd. Ook dit jaar is er weer een gevarieerd programma voor jong en oud.  Kijk op de website http://www.aalsmeerwesteinder.nl voor nog meer informatie. ";"";"zaterdag 1 september 2012";"Sportevenement";"2.3.13";"";"AALSMEER";"Westeinderplassen";"1431 AA";"52.240529";"4.720416";"";"";"";"";"";"01/09/2012";
"4992730a-7261-4760-983a-8ab76d8acc5c";"Jaguar Lunch";" Van mei tot september biedt Restaurant De Vrienden van Jacob, gelegen op Landgoed Duin&nbsp:& Kruidberg, een 'Jaguar Lunch' aan. Bij reserveringen tot&nbsp:vier personen kunnen gasten opgehaald en weggebracht worden in een luxe Jaguar. De reservering dient te bestaan uit minimaal viergangen en het ophaalpunt dient binnen een straal van 20 kilometer van het Landgoed te liggen.  ";" Van mei tot september biedt Restaurant De Vrienden van Jacob, gelegen op Landgoed Duin&nbsp:& Kruidberg, een 'Jaguar Lunch' aan. Bij reserveringen tot&nbsp:vier personen kunnen gasten opgehaald en weggebracht worden in een luxe Jaguar. De reservering dient te bestaan uit minimaal viergangen en het ophaalpunt dient binnen een straal van 20 kilometer van het Landgoed te liggen.  ";"woensdag 4 mei 2011 t/m vrijdag 30 september 2011 ma-zo: geopend";"Varia";"2.3.18";"Restaurant De Vrienden van Jacob";"Santpoort-Noord";"Duin en Kruidbergerweg 60";"2071 LE";"52.438178";"4.628825";"http://www.devriendenvanjacob.nl";"";"";"04/05/2011";"30/09/2011";"";
"49a9947d-da82-4979-93fe-49b9f4eef1f0";"Jubileumweekend Zaanse Schans";" De Zaanse Schans viert het 50-jarig jubileum. Op beide dagen zullen er feestelijke activiteiten zijn op de Zaanse Schans en in het Zaans Museum.   ";" De Zaanse Schans viert het 50-jarig jubileum. Op beide dagen zullen er feestelijke activiteiten zijn op de Zaanse Schans en in het Zaans Museum.   ";"zaterdag 10 september 2011 t/m zondag 11 september 2011 ma-zo: geopend";"Varia";"2.3.18";"Zaanse Schans";"Zaandam";"Schansend 7";"1509 AW";"52.473702";"4.823114";"";"";"";"10/09/2011";"11/09/2011";"";
"498bcc4a-623a-4455-a52f-4b5cf1355b50";"Leidseplein Crawl";"Deze kroegentocht is inclusief: - bezoek aan 6 Dance Bars & Clubs (vrije toegang) - 6 gratis drankjes - gids";"";"Altijd open";"Excursie,Rondleiding,Wandeltocht";"2.7.2,2.3.12,2.3.17";"";"AMSTERDAM";"Korte Leidsedwarsstraat 12";"1017 RC";"52.365002";"4.882108";"http://www.joinultimateparty.com";"http://media.iamsterdam.com/ndtrc/Images/20110302/93940783-cfa8-4395-81eb-41cac90a5d65.jpg";"http://media.iamsterdam.com/ndtrc/Images/20110302/93940783-cfa8-4395-81eb-41cac90a5d65.jpg";"02/05/2012";"";"";
"4991feb8-52a9-4077-bb98-7dac5ccd8085";"Westeinder Havendagen 2012";"Op zaterdag 1 september worden de Westeinder Havendagen georganiseerd. Ook dit jaar is er weer een gevarieerd programma voor jong en oud.  Kijk op de website http://www.aalsmeerwesteinder.nl voor nog meer informatie. ";"";"zaterdag 1 september 2012";"Sportevenement";"2.3.13";"";"AALSMEER";"Westeinderplassen";"1431 AA";"52.240529";"4.720416";"";"";"";"";"";"01/09/2012";
"4992730a-7261-4760-983a-8ab76d8acc5c";"Jaguar Lunch";" Van mei tot september biedt Restaurant De Vrienden van Jacob, gelegen op Landgoed Duin&nbsp:& Kruidberg, een 'Jaguar Lunch' aan. Bij reserveringen tot&nbsp:vier personen kunnen gasten opgehaald en weggebracht worden in een luxe Jaguar. De reservering dient te bestaan uit minimaal viergangen en het ophaalpunt dient binnen een straal van 20 kilometer van het Landgoed te liggen.  ";" Van mei tot september biedt Restaurant De Vrienden van Jacob, gelegen op Landgoed Duin&nbsp:& Kruidberg, een 'Jaguar Lunch' aan. Bij reserveringen tot&nbsp:vier personen kunnen gasten opgehaald en weggebracht worden in een luxe Jaguar. De reservering dient te bestaan uit minimaal viergangen en het ophaalpunt dient binnen een straal van 20 kilometer van het Landgoed te liggen.  ";"woensdag 4 mei 2011 t/m vrijdag 30 september 2011 ma-zo: geopend";"Varia";"2.3.18";"Restaurant De Vrienden van Jacob";"Santpoort-Noord";"Duin en Kruidbergerweg 60";"2071 LE";"52.438178";"4.628825";"http://www.devriendenvanjacob.nl";"";"";"04/05/2011";"30/09/2011";"";
"49a9947d-da82-4979-93fe-49b9f4eef1f0";"Jubileumweekend Zaanse Schans";" De Zaanse Schans viert het 50-jarig jubileum. Op beide dagen zullen er feestelijke activiteiten zijn op de Zaanse Schans en in het Zaans Museum.   ";" De Zaanse Schans viert het 50-jarig jubileum. Op beide dagen zullen er feestelijke activiteiten zijn op de Zaanse Schans en in het Zaans Museum.   ";"zaterdag 10 september 2011 t/m zondag 11 september 2011 ma-zo: geopend";"Varia";"2.3.18";"Zaanse Schans";"Zaandam";"Schansend 7";"1509 AW";"52.473702";"4.823114";"";"";"";"10/09/2011";"11/09/2011";"";
"49c52540-2840-420d-99b9-92fd6a1cde0f";"Wintermuziekdiner";" Tijdens de avonden in november en december kunt u genieten van een heerlijke maaltijd waarbij exposant Maisa van der Kolk het geheel muzikaal zal omlijsten en iedere avond een andere gast uit zal nodigen. Van muzikant tot dichter of verhalenverteller met een passende maaltijd!    Hilda Smit met vrolijke accordeonmuziek.&nbsp: Programma 3,50 en maaltijd a 9,00: 2 soorten Hollandse stamppot, spekjes, rookworst en salade.    Aanvang 19.00. Vooraf aanmelden via info@debreek.com of 0299-403316    &nbsp:  ";" Tijdens de avonden in november en december kunt u genieten van een heerlijke maaltijd waarbij exposant Maisa van der Kolk het geheel muzikaal zal omlijsten en iedere avond een andere gast uit zal nodigen. Van muzikant tot dichter of verhalenverteller met een passende maaltijd!    Hilda Smit met vrolijke accordeonmuziek.&nbsp: Programma 3,50 en maaltijd a 9,00: 2 soorten Hollandse stamppot, spekjes, rookworst en salade.    Aanvang 19.00. Vooraf aanmelden via info@debreek.com of 0299-403316    &nbsp:  ";"tot vrijdag 2 december 2011 ma-do: gesloten vr: 19:00 uur za, zo: gesloten";"Varia";"2.3.18";"Bezoekerscentrum De Breek";"Oosthuizen";"Etersheimerbraakweg 5";"1474 MV";"52.580381";"5,022590";"";"";"";"02/12/2011";"02/12/2011";"";
"4a48beca-4ede-465a-89da-7ce2616508e1";"Expositie natuurfotograaf Loek Londo";" Tijdens de Open Monumentendagen is er een expositie van natuurfotograaf Loek Londo. Hij exposeert foto's van onder andere paddestoelen, vlinders en andere insecten, dieren en landschappen.   ";" Tijdens de Open Monumentendagen is er een expositie van natuurfotograaf Loek Londo. Hij exposeert foto's van onder andere paddestoelen, vlinders en andere insecten, dieren en landschappen.   ";"zaterdag 10 september 2011 t/m zondag 11 september 2011 ma-zo: geopend";"Tentoonstelling";"2.3.14";"Zuidervermaning";"Zaandam";"Zuideinde 233";"1551 EG";"52.437158";"4.779431";"http://zuidervermaning.nl";"";"";"10/09/2011";"11/09/2011";"";
"4a688342-8d62-410d-bc52-12e14b7c899c";"Activiteitenmiddag Boerenvreugd";"Stichting Kinderboerderij Aalsmeer organiseert een acitiviteitenmiddag in deze &quot:jonge&quot: wijk in Aalsmeer Nieuw-Oosteinde. Het doel is meer saamhorigheidsgevoel te weken en meer naamsbekendheid te realiseren voor kinderboerderij Boerenvreugd. ";"Stichting Kinderboerderij Aalsmeer organiseert een acitiviteitenmiddag in deze &quot:jonge&quot: wijk in Aalsmeer Nieuw-Oosteinde. Het doel is meer saamhorigheidsgevoel te weken en meer naamsbekendheid te realiseren voor kinderboerderij Boerenvreugd. ";"zondag 15 mei 2011 t/m zondag 15 mei 2011 ma-zo: geopend";"Varia";"2.3.18";"tent op grasveld in Snoekbaarsstraat";"Aalsmeer";"";"";"52.260773";"4.758939";"http://www.boerenvreugd.nl";"http://media.iamsterdam.com/ndtrc/Images/20110505/aa5c35e3-03dd-4e75-b6be-d318f0278ca5.jpg";"http://media.iamsterdam.com/ndtrc/Images/20110505/aa5c35e3-03dd-4e75-b6be-d318f0278ca5.jpg";"15/05/2011";"15/05/2011";"";
"4a73a914-9fec-4bb6-a226-6b2952f3145e";"Eye-openers: Spelend Schilderen, een schilderijtje!";"Spelend Schilderen, Eye-openers: 10 losse workshops in juli en augustus.";"Een groot deel van je handelingen is ingebed in gewoontes. Gelukkig maar, want als je bij alles zonder routine zou moeten handelen, dan is dat knap vermoeiend. Maar het heeft ook nadelen. Je waarneming is minder scherp, omdat je denkt dat je het wel weet. Je ziet je wereld vanuit vastgeroeste veronderstellingen. Ziende ben je blind.<br /> <br /> Tijdens mijn workshops in juli en augustus neem ik je mee op reis via beweging en spel om je waarneming bewuster te maken. Je komt in onverwachte situaties terecht, waar je niet vanzelfsprekend kan handelen. Je neemt op een wakkere manier waar. Je bent waarnemer van je eigen handen, zonder dat je ingrijpt vanuit je vaste denkpatronen. En dan gebeurt het..........je verrast jezelf met een beeld, waarvan je niet wist dat je het in je had. Je eigen beeldentaal.";"zaterdag 7 juli 2012, 13:30 - 16:30 uur";"Workshop";"2.3.15";"Atelier De Rode Draad";"UITHOORN";"Prinses Margrietlaan 86";"1421 XJ";"52.236179";"4.828130";"http://www.jokezonneveld.nl/cursussen/cursussen.php%3Fagenda_ID%3D21%26gegevens%3Domschrijving";"http://media.iamsterdam.com/ndtrc/Images/20120625/3b2122a2-3427-454c-bb60-16f0b049a08a.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120625/3b2122a2-3427-454c-bb60-16f0b049a08a.jpg";"";"";"07/07/2012";
"4a883fcd-3dbd-49d6-9ea6-00b579f81180";"Kikarun 2012";"Traditiegetrouw wordt op de 2de zondag in juni in Recreatiegebied Spaarnwoude de Kikarun gehouden. Het sfeervolle evenement is een initiatief van KiKa (Stichting Kinderen Kankervrij) en bij uitstek een evenement voor het hele gezin.  Honderden familieleden, collega?s en vrienden creëren een unieke sfeer bij de start en finish.   ";"Traditiegetrouw wordt op de 2de zondag in juni in Recreatiegebied Spaarnwoude&nbsp:de Kikarun gehouden.&nbsp:Het sfeervolle evenement is een initiatief van KiKa (Stichting Kinderen Kankervrij) en bij uitstek een evenement voor het hele gezin.&nbsp: Honderden familieleden, collega&rsquo:s en vrienden cre&Euml:ren een unieke sfeer bij de start en finish.";"zondag 10 juni 2012, 10:00 - 16:30 uur";"Sportevenement";"2.3.13";"Start en finish: Resort 't Buitenhuis";"VELSEN-ZUID";"Oostbroekerweg 17";"1981 LR";"52.435664";"4.677264";"http://www.runforkika.nl/";"http://media.iamsterdam.com/ndtrc/Images/20110219/3f316630-3914-45e2-ab6b-b7229f6dc824.jpg";"http://media.iamsterdam.com/ndtrc/Images/20110219/3f316630-3914-45e2-ab6b-b7229f6dc824.jpg";"";"";"10/06/2012";
"4abc3769-8077-4f40-9a64-d3dfd564082b";"KidsWeken SnowPlanet";"De KidsWeek 2012  zit weer boordevol sport, spel, lol en plezier. Naast het dagelijkse sneeuwprogramma waar je op je eigen niveau ski- of snowboardles krijgt, zullen er in de  middag afwisselende activiteiten plaatsvinden.";"Het middagprogramma van de KidsWeek 2012 is nog een verrassing, maar we kunnen je wel alvast verklappen dat het<br /> een doldwaze week wordt die je nooit meer zal vergeten. Van al die activiteiten krijg je honger, daarom staat er iedere<br /> dag een overheerlijke lunch en avondmaal voor je klaar. Als afsluiting van de week kunnen jij en je ouders op de laatste<br /> dag meedoen aan een gezellige barbecue.<br /> ";"maandag 13 augustus 2012 t/m vrijdag 17 augustus 2012 ma-vr: 08:30 - 18:00 uur za, zo: gesloten";"Varia";"2.3.18";"";"VELSEN-ZUID";"Heuvelweg 6-8";"1981 LV";"52.449596";"4.678821";"http://www.snowplanet.nl";"http://media.iamsterdam.com/ndtrc/Images/20120217/1049e382-b448-4291-86a3-e9292465b7f1.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120217/1049e382-b448-4291-86a3-e9292465b7f1.jpg";"13/08/2012";"17/08/2012";"";
"4b00d433-24db-4705-b80b-d45c8bc4be87";"Spinning voor Spieren Marathon ";"Op vrijdag 28 september 2012 vindt de 5e editie van de Spinning voor Spieren Marathon plaats in het Frans Otten Stadion in Amsterdam. De marathon is de spinning klassieker van Nederland waarmee de Stichting fondsen werft voor kinderen met een spierziekte.";"<strong> Teams</strong><br /> Ook dit jaar spinnen zo&rsquo:n 1500 deelnemers en bekende Nederlanders mee voor het goede doel. Om 14:00 uur start de marathon en de teams van maximaal vijf personen staan acht uur lang afwisselend op de pedalen. De kosten zijn &euro: 1000,- per team.<br /> <br /> <strong>Goede doel</strong><br /> Het bedrag komt volledig ten goede aan de doelstelling van de Stichting Spieren voor Spieren. De Spinning Marathon is niet alleen een uniek fondsenwervend evenement, maar ook &eacute:&eacute:n van de gezelligste, sportieve netwerkmomenten van het jaar. Om de dag compleet te maken zijn er ook bijzondere optredens en acts van bekende artiesten.<br /> <br /> <strong>Meer informatie</strong><br /> De Marathon duurt van 14:00 tot 22:00 uur. Voor meer informatie en inschrijvingen kun je terecht op de website.";"vrijdag 28 september 2012, 14:00 - 22:00 uur";"Sportevenement";"2.3.13";"Spinning voor Spieren Marathon - Frans Otten Stadion";"AMSTERDAM";"IJsbaanpad 43";"1076 CV";"52.339350";"4.851336";"http://www.spierenvoorspieren.nl/";"http://media.iamsterdam.com/ndtrc/Images/20120830/92b41102-184e-420f-9836-51e7c9a80ee5.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120830/92b41102-184e-420f-9836-51e7c9a80ee5.jpg";"";"";"28/09/2012";
"4b094549-fb4a-49aa-91fc-c19390b27fd5";"Heksenplanten";"In het groei- en bloeiseizoen zijn er regelmatig rondwandelingen door de Heemtuin.";"In het groei- en bloeiseizoen zijn er regelmatig rondwandelingen door de Heemtuin. Een gids vertelt wat er op dat moment voor opvallends in de tuin te zien is. Het thema van deze rondleiding is 'Heksenplanten'.";"zondag 16 september 2012, 14:00 uur";"Rondleiding";"2.3.12";"Heemtuin Zaandam";"ZAANDAM";"Burgermeester in 't Veldpark";"1502 DE";"52.450083";"4.830284";"http://www.nme-zaanstreek.nl";"http://media.iamsterdam.com/ndtrc/Images/20120613/d57d6712-7a05-48ef-b886-077cdb510f66.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120613/d57d6712-7a05-48ef-b886-077cdb510f66.jpg";"";"";"16/09/2012";
"4b14d58a-0301-40fb-917b-a2d9f692f4bd";"Braderie";"Jaarlijkse braderie met ongeveer 150 kramen. Vrijmarkt voor kinderen van 10 tot 12 uur op het Kinderplein voor 't dorpshuis, met stands voor kinderen zoals schmink, tattoo's en nagels lakken. Grote diversiteit aan kramen.  ";"Jaarlijkse braderie met ongeveer 150 kramen. Vrijmarkt voor kinderen van 10 tot 12 uur op het Kinderplein voor 't dorpshuis, met stands voor kinderen zoals schmink, tattoo's en nagels lakken. Grote diversiteit aan kramen.  ";"zaterdag 29 september 2012 t/m zaterdag 29 september 2012 ma-vr: gesloten za: 11:00 - 16:00 uur zo: gesloten";"Braderie";"2.3.2";"Dorpskern";"Ilpendam";"";"";"52.462851";"4.953878";"";"";"";"29/09/2012";"29/09/2012";"";
"4b3efe98-9d05-42ee-990d-44bcff699bce";"Ontmoet Monnickendam te voet met gids";"De St. Promotie Waterland organiseert in samenwerking met lokale gidsen elke zondag een wandeling met gids door een kern in Waterland. Vooraf aanmelden is niet nodig, iedereen kan om 15 uur aanschuiven en meelopen. Zeer geschikt voor inwoners van Waterland die een andere kern of hun huidige woonplaats beter willen leren kennen. Ook voor kinderen !  ";"De St. Promotie Waterland organiseert in samenwerking met lokale gidsen elke zondag een wandeling met gids door een kern in Waterland. Vooraf aanmelden is niet nodig, iedereen kan om 15 uur aanschuiven en meelopen. Zeer geschikt voor inwoners van Waterland die een andere kern of hun huidige woonplaats beter willen leren kennen. Ook voor kinderen !  ";"zondag 5 augustus 2012 t/m zondag 5 augustus 2012 ma-za: gesloten zo: 15:00 - 16:30 uur";"Varia";"2.3.18";"Monnickendam";"Monnickendam";"Start: Toreningang van de Grote Kerk";"";"52.455569";"5,039232";"http://www.onswaterland.nl";"";"";"05/08/2012";"05/08/2012";"";
"4b6569fa-ca9a-4ee5-a9e3-2923b36d7acd";"Uilenballen pluizen";" Uilenballen pluizen is erg leuk om te doen! Uilen eten vooral muizen maar soms ook een mol of een vogel. Ze eten ze met huid en haar op, maar ze kunnen niet alles goed verteren. De botjes van hun prooien verzamelen ze in hun spiermaag om er een bal van te kneden die ze kunnen uitspugen. Deze braakballen gaan wij uit elkaar pluizen. Het is leuk om te kijken hoeveel muizen er in 1 uilenbal zitten, maar we willen natuurlijk ook weten wat voor muizen het zijn. Aan de muizenkaakjes kun je zien of ze planteneter, vleeseter of alleseter zijn. Natuurlijk zoek je ook een compleet bouwpakket van een ";" Uilenballen pluizen is erg leuk om te doen! Uilen eten vooral muizen maar soms ook een mol of een vogel. Ze eten ze met huid en haar op, maar ze kunnen niet alles goed verteren. De botjes van hun prooien verzamelen ze in hun spiermaag om er een bal van te kneden die ze kunnen uitspugen. Deze braakballen gaan wij uit elkaar pluizen. Het is leuk om te kijken hoeveel muizen er in 1 uilenbal zitten, maar we willen natuurlijk ook weten wat voor muizen het zijn. Aan de muizenkaakjes kun je zien of ze planteneter, vleeseter of alleseter zijn. Natuurlijk zoek je ook een compleet bouwpakket van een muis bij elkaar!  Ouders kunnen hun kinderen brengen en halen, maar meedoen mag ook.    Voor aanmelding of vragen: Annemarie Dekker 0299-404512 Buitengewoon Natuuractiviteiten  ";"tot zaterdag 14 april 2012 ma-vr: gesloten za: 10:00 - 12:00 uur zo: gesloten";"Varia";"2.3.18";"Bezoekerscentrum De Breek";"Oosthuizen";"Etersheimerbraakweg 5";"1474 MV";"52.580381";"5,022590";"http://www.debreek.com";"";"";"14/04/2012";"14/04/2012";"";
"4b67a8ca-cf17-4939-a57a-7189a1ed212e";"Nacht van Weesp";"Dit grootste Autorittensport-evenement gaat dit jaar voor de 41ste keer van start. Ongeveer 200 auto?s verschijnen aan de start. ";"Dit grootste Autorittensport-evenement gaat dit jaar voor de 41ste keer van start. Ongeveer 200 auto&rsquo:s verschijnen aan de start. <br /> <br /> De start van de eerste deelnemer is vastgesteld op 17.30 uur, terwijl deze deelnemers omstreeks 04:00 uur alweer in Weesp worden terug verwacht. Dat betekent niet alleen dat je een groot gedeelte van 'De Nacht' bij daglicht rijdt, maar ook dat je alweer vroeg aan de finish komt.<br /> De 41e Nacht van Weesp bestaat uit vier trajecten. Twee trajecten kaartlezen, &eacute:&eacute:n traject routebeschrijving en &eacute:&eacute:n traject bol-pijl. Elk traject is ongeveer 70 km lang en moet in circa 2,5 uur worden afgelegd.<br /> <br /> Deelname aan &lsquo:De Nacht&rsquo: staat open voor alle personenauto&rsquo:s, die voldoen aan de wettelijke eisen. Dus zowel de reguliere, als ook klassieke auto&rsquo:s ofwel de oldtimers/classiccars.";"zaterdag 12 mei 2012, 17:30 uur zondag 13 mei 2012";"Varia";"2.3.18";"Nacht van Weesp";"UITHOORN";"Zijdelweg";"1421 TC";"52.242926";"4.817418";"http://nachtvanweesp.nl/";"http://media.iamsterdam.com/ndtrc/Images/20120427/647f6b8f-5aaf-48fb-a2cd-fe567467f09b.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120427/647f6b8f-5aaf-48fb-a2cd-fe567467f09b.jpg";"";"";"12/05/2012,13/05/2012";
"4b8acea6-eb6e-4f94-8fc5-76cede4a1606";"Excursie Fort Spijkerboor";"Ieder half uur rondleidingen door dit Unesco Werelderfgoed.  ";"Ieder half uur rondleidingen door dit Unesco Werelderfgoed.  ";"zondag 30 oktober 2011 t/m zondag 30 oktober 2011 ma-zo: geopend";"Varia";"2.3.18";"Fort Spijkerboor";"Westbeemster";"Westdijk 46";"";"52.539960";"4.838865";"http://www.fortspijkerboor.nl";"";"";"30/10/2011";"30/10/2011";"";
